OBJECTID,COMPKEY,STNAME_ORD,FLOWSEGID,DOWNTOWN,START_DATE,AMPK,PMPK,AWDT,ADT,AWDT_ROUNDED,DATAQUALITY,FLAGS,SHAPE_Length
1742,23301,W EMERSON ST,1370,N,2018/03/22 00:00:00+00,134,164,1743,1915,1700,Study(Normalized),,270.090050188886
1743,4569,3RD AVE W,1319,N,2018/10/11 00:00:00+00,376,458,5616,5135,5600,Study(Normalized),,150.23794509201
1744,10166,EASTLAKE AVE E,1968,N,2017/12/14 10:30:00+00,931,1319,12268,10799,12300,Study,,420.119326039261
1745,"6323,6324,6325,6322",40TH AVE NE,1697,N,2015/11/18 00:00:00+00,,,6690,6195,6700,Study - 13-15,,1324.22069559865
1746,9447,BROADWAY,958,N,1970/01/01 00:00:00+00,,,16000,,16000,Estimate,,423.021929249266
1747,"9590,21867,21866,21852,21855,21860,21857,21859,21853,21856,165149,21858,21854","CALIFORNIA AVE SW,SW BRACE POINT DR,SW BARTON ST",108,N,2017/10/09 13:15:00+00,489,607,7172,7001,7200,Study,,3756.25674600933
1749,11584,MADISON ST,709,Y,2018/07/16 00:00:00+00,805,486,8480,8109,8200,Study(Normalized),,321.896082038585
1750,"10751,10747,10748,10750,10749",GREENWOOD AVE N,1774,N,1970/01/01 00:00:00+00,,,12500,,12500,Estimate,,1332.56891720834
1751,"15308,15310,15305,15307,15306,15309",N 35TH ST,1304,N,2018/01/29 08:30:00+00,245,286,2841,2641,2800,Study,,1583.93761433133
1752,13359,WALL ST,1026,Y,2017/10/19 09:45:00+00,822,527,7967,7357,8000,Study,,322.475851360827
1753,2871,2ND AVE S,570,N,2015/03/12 00:00:00+00,,,6907,6723,6900,Study - 13-15,,333.079395525185
1754,"4389,4390,4388",3RD AVE,976,Y,2018/08/16 00:00:00+00,412,607,7172,7143,7200,Study(Normalized),,1278.14887684732
1755,"21974,21972,21976,337247,21978,21977,21975,21973",SW CHARLESTOWN ST,372,N,2018/04/17 00:00:00+00,114,88,1020,979,1000,Study(Normalized),,1988.95458369187
1756,11587,MADISON ST,738,Y,2014/03/06 00:00:00+00,,,23157,20703,23200,Study - 13-15,,321.052577122088
1757,13215,UNIVERSITY WAY NE,1364,N,2018/05/09 00:00:00+00,242,292,3707,3548,3400,Study(Normalized),,712.956091783535
1758,15955,N 85TH ST,1773,N,2018/10/20 00:00:00+00,1927,2262,33303,32538,33300,Study(Normalized),,661.336324008279
1759,"11496,11497,11499,11498",M L KING JR WAY E,1111,N,2017/11/15 09:45:00+00,763,797,8706,8329,8700,Study,,1156.22269647433
1760,"5209,5210,5208,5212,5211",34TH AVE,1018,N,2013/08/08 00:00:00+00,,,4407,4099,4400,Study - 13-15,,2026.05795561897
1761,"11662,11661",MARION ST,650,Y,2018/07/18 00:00:00+00,501,582,7675,7523,7400,Study(Normalized),,322.059521784465
1762,9997,DENNY WAY,1073,B,1970/01/01 00:00:00+00,,,36000,,36000,Estimate,,321.398436782299
1763,"3377,3545,3544,3548,3533,3543,3546,3547,13173","23RD AVE E,24TH AVE E,TURNER WAY E",1205,N,2015/07/31 00:00:00+00,,,20416,18728,20400,Study - 13-15,,3144.58782658126
1764,11561,M L KING JR WAY S,174,N,2018/10/27 00:00:00+00,2034,2101,28849,27815,28800,Study(Normalized),,612.70215009956
1765,"19417,19418,19419,19420",S BAILEY ST,238,N,2017/11/09 11:30:00+00,751,822,10186,9507,10200,Study,,1027.32980082704
1766,"10497,10496,10494,10498,10495",FREMONT AVE N,1471,N,2015/08/06 00:00:00+00,,,9069,8901,9100,Study - 13-15,,1160.50653125716
1767,"16694,16691,16688,16690,16693,16692,16695,16685,16686,16687,16689",NE 145TH ST,1923,N,2018/10/20 00:00:00+00,1996,2317,30964,30046,31000,Study(Normalized),,3994.32840342965
1768,11770,MERCER ST,1128,N,1970/01/01 00:00:00+00,,,35000,,35000,Estimate,,321.353098859409
1769,"1556,1554,1555,1553,1552,1551",12TH AVE E,1166,N,2015/03/02 00:00:00+00,,,9345,8919,9300,Study - 13-15,,2417.64786185396
1770,"23285,23284,680538,23271,23270","W EMERSON ST,W EMERSON PL",27,N,2015/07/30 00:00:00+00,,,19776,18361,19800,Study - 13-15,,1743.23490379431
1771,"3722,3720,3721",25TH AVE NE,1531,N,1970/01/01 00:00:00+00,,,19000,,19000,Estimate,,2106.21457737476
1772,"22214,22215,22213",SW GENESEE ST,334,N,2018/03/22 00:00:00+00,261,222,2372,2243,2300,Study(Normalized),,1002.65837254644
1773,"5448,5445,5444,5446,5447,157969,5767,5768,22557,22556,22268,22266,22269,337252,22271,22270,22272,22267,22265","35TH AVE SW,37TH AVE SW,SW MANNING ST,SW HANFORD ST",426,N,2014/06/02 00:00:00+00,,,8296,7840,8300,Study - 13-15,,6485.2040122832
1774,"22777,22774,22778,22773,22775,22772,22776",SW ROXBURY ST,76,N,2018/02/14 14:15:00+00,766,998,11890,11417,11900,Study,,2711.65265814571
1775,12203,PIKE ST,842,Y,1970/01/01 00:00:00+00,,,15000,,15000,Estimate,,321.866619798918
1776,"6327,6326",40TH AVE NE,1723,N,2018/01/29 09:00:00+00,404,470,4247,3808,4200,Study,,1322.82007917851
1777,"18244,18243,15155,15154","NW 130TH ST,N 130TH ST",1910,N,1970/01/01 00:00:00+00,,,3500,,3500,Estimate,,1329.94267337203
1778,16500,NE 125TH ST,1874,N,2018/01/09 12:15:00+00,793,1029,12021,11548,12000,Study,,266.083427519374
1779,"2015,2016,2018,2014,2017",15TH AVE E,1192,N,2017/08/31 09:15:00+00,442,507,5927,5441,5900,Study,,1989.96830959475
1780,"2217,2218",15TH AVE NW,1529,N,2018/08/02 00:00:00+00,263,277,3731,3530,3700,Study(Normalized),,512.246588005876
1781,"7338,7337,7336",5TH AVE NE,1898,N,2018/05/01 00:00:00+00,598,858,8299,7995,7600,Study(Normalized),,1325.40819003623
1782,"17535,17533,17534,17536,17537",NE 75TH ST,1700,N,2015/03/20 00:00:00+00,,,12303,11835,12300,Study - 13-15,,1310.70292619006
1783,18045,NE PACIFIC ST,1335,N,2018/07/31 00:00:00+00,1484,1406,17917,16576,17400,Study(Normalized),,264.355383595009
1784,"21310,21311,21312",S SPOKANE ST,396,N,2013/04/03 00:00:00+00,,,2895,2587,2900,Study - 13-15,,1353.60588589569
1785,"5464,5463,5462,5469,5467,5466,5468,5465",35TH AVE SW,203,N,2015/11/09 00:00:00+00,,,19934,19104,19900,Study - 13-15,,3990.87363611402
1786,"10386,10385,606535",FAUNTLEROY WAY SW,314,N,2017/11/08 11:45:00+00,1783,2218,29651,29174,29700,Study,,844.00686160317
1787,"19208,19209",NW LEARY WAY,1491,N,1970/01/01 00:00:00+00,,,16000,,16000,Estimate,,830.603866503371
1788,4381,3RD AVE,750,Y,2017/08/24 07:15:00+00,724,682,9474,9950,9500,Study,,305.766049291291
1789,"16502,16503,16501",NE 125TH ST,1872,N,2017/10/31 12:15:00+00,1010,1182,14401,13701,14400,Study,,1095.16103113191
1790,"8271,8509,8510","8TH AVE,9TH AVE",668,Y,2018/07/24 00:00:00+00,371,298,3804,3494,3700,Study(Normalized),,1318.10314279748
1791,"11829,11830,11831",MERIDIAN AVE N,1866,N,2018/01/17 08:15:00+00,615,884,7840,6742,7800,Study,,1762.94442227195
1792,"9049,9048,9047,2197,2196,2198,18349","BALLARD BR,15TH AVE W,NW 46TH ST",17,N,2018/10/01 00:00:00+00,,,59190,56845,49500,Study(Normalized),,3674.28893819838
1793,"17463,17464,17465",NE 73RD ST,1692,N,2018/01/31 06:30:00+00,165,368,2963,2860,3000,Study,,520.063435389499
1794,"11660,11659",MARION ST,640,Y,1970/01/01 00:00:00+00,,,3500,,3500,Estimate,,316.591863353824
1795,12045,OLIVE WAY,922,Y,1970/01/01 00:00:00+00,,,14500,,14500,Estimate,,321.698485383987
1796,12902,STEWART ST,902,Y,1970/01/01 00:00:00+00,,,12200,,12200,Estimate,,155.985380368549
1797,"21744,21741,21740,21743,21742,7210,7209","SW ALASKA ST,49TH AVE SW",304,N,2017/11/01 13:00:00+00,187,196,2518,2427,2500,Study,,2978.78330599028
1798,1094,1ST AVE NE,1824,N,1970/01/01 00:00:00+00,,,12000,,12000,Estimate,,662.521706633648
1799,"22804,22807,22810,22812,22805,22811,21280","SW SPOKANE ST BR,SW SPOKANE ST,S SPOKANE ST",40,N,1970/01/01 00:00:00+00,,,8778,10326,8800,Estimate,,3234.65605522103
1800,9978,DELRIDGE WAY SW,182,N,2015/05/21 00:00:00+00,,,35909,33928,35900,Study - 13-15,,504.310600713357
1801,"16748,16747,16746,16745",NE 40TH ST,1390,N,2018/01/23 08:15:00+00,531,644,7151,6659,7200,Study,,1198.11998773472
1802,"3340,3342,3341",22ND AVE W,1297,N,2018/04/10 00:00:00+00,68,68,716,694,700,Study(Normalized),,2017.03760223993
1803,"11147,11150,11151,11149,11148,11146",LAKE CITY WAY NE,1776,N,1970/01/01 00:00:00+00,,,32000,,32000,Estimate,,1886.91144586446
1804,"14954,14955,273776,14952,14953",E YESLER WAY,591,N,1970/01/01 00:00:00+00,,,6700,,6700,Estimate,,1048.65977685078
1805,"22904,22905,9585,9583,9579,9584,9582,9580,9581","SW THISTLE ST,CALIFORNIA AVE SW",153,N,2018/01/25 13:45:00+00,378,487,5375,5143,5400,Study,,2529.989509503
1806,13698,WOODLAWN AVE N,1637,N,2018/06/01 00:00:00+00,576,777,7870,7779,7700,Study(Normalized),,355.124451736752
1807,2765,2ND AVE,972,Y,2018/05/17 00:00:00+00,1051,982,12424,12244,11400,Study(Normalized),,305.916629175641
1808,"18614,18611,18615,18613,18618,18612,18617,18616",NW 65TH ST,1650,N,1970/01/01 00:00:00+00,,,13000,,13000,Estimate,,1860.14179517607
1809,"12534,12541,12532,12538,12531,12536,12537,12539,12533,337245,12540,12535",RENTON AVE S,65,N,2015/01/26 00:00:00+00,,,7353,7241,7400,Study - 13-15,,4518.51549861221
1810,"4542,4543",3RD AVE W,1143,N,2018/06/28 00:00:00+00,259,285,3353,3067,3300,Study(Normalized),,903.167125179831
1811,"21198,21200,21204,21197,21202,21206,21199,21205,21209,21203,21201,21208,21207,21210",S ROXBURY ST,66,N,2017/11/14 11:15:00+00,245,229,2591,2506,2600,Study,,2813.69845331591
1812,"2033,2031,2032",15TH AVE NE,1414,N,1970/01/01 00:00:00+00,,,16000,,16000,Estimate,,1304.71499982316
1813,"17899,17897,17896,17901,17900,17898",NE 95TH ST,1804,N,2017/10/24 12:00:00+00,742,768,9111,9088,9100,Study,,3536.32575296263
1814,"1810,1809",13TH AVE S,239,N,1970/01/01 00:00:00+00,,,4500,,4500,Estimate,,574.103847507123
1815,"23612,626865,23614,23613,23617,23616",W NICKERSON ST,1406,N,2017/11/08 11:00:00+00,1371,1316,18502,17433,18500,Study,,3660.01030580814
1816,"10346,10345,10347,10348",FAIRVIEW AVE N,1112,N,1970/01/01 00:00:00+00,,,17000,,17000,Estimate,,1694.39127676753
1817,"11776,11778,275085,11777,11779,274457","MERCER ST,FAIRVIEW AVE N",1120,N,2014/05/29 00:00:00+00,,,2711,2505,2700,Study - 13-15,,1515.24911249021
1819,"1208,1209",1ST AVE S,452,N,1970/01/01 00:00:00+00,,,30000,,30000,Estimate,,1544.98585225716
1820,"1239,1238,1240",1ST AVE W,1104,N,2018/08/28 00:00:00+00,314,362,4598,4302,4600,Study(Normalized),,1127.34835154804
1821,"18075,18076,18077",NE RAVENNA BLVD,1582,N,2018/03/26 00:00:00+00,189,260,2779,2632,2700,Study(Normalized),,1040.55068589599
1822,1932,14TH AVE S,469,N,2018/04/05 00:00:00+00,536,737,7982,7434,8200,Study(Normalized),,406.529085901963
1823,"19235,19234",NW MARKET ST,1572,N,2018/01/31 09:00:00+00,664,759,10340,10461,10300,Study,,697.534429623564
1824,11582,MADISON ST,679,Y,2018/06/15 00:00:00+00,570,499,7607,7625,7400,Study(Normalized),,321.789253421302
1825,"9548,9551,9549,9550",CALIFORNIA AVE SW,360,N,2014/06/02 00:00:00+00,,,14027,13559,14000,Study - 13-15,,1995.65251071979
1826,"10392,10391,10393,10396,10390,10389,10394,10388,10395",FAUNTLEROY WAY SW,285,N,2015/09/23 00:00:00+00,,,16291,15697,16300,Study - 13-15,,4724.3231573369
1827,"10484,10563,10562","FREMONT AVE N,FREMONT BR",1284,N,2018/10/01 00:00:00+00,,,30053,31854,29300,Study(Normalized),,988.579643874907
1828,"12814,12813,12812,12811",SEWARD PARK AVE S,132,N,2017/10/19 11:30:00+00,841,914,9939,9653,9900,Study,,2008.74017669718
1829,"12366,12365",RAINIER AVE S,437,N,1970/01/01 00:00:00+00,,,36000,,36000,Estimate,,817.560305630588
1830,"8321,8320,8319",8TH AVE NE,1629,N,2015/04/27 00:00:00+00,,,994,971,1000,Study - 13-15,,700.991731319727
1831,"1014,1013,1015",1ST AVE,931,Y,2015/03/03 00:00:00+00,,,13110,13323,13100,Study - 13-15,,1278.23967854245
1832,18062,NE RAVENNA BLVD,1633,N,2018/01/10 12:00:00+00,859,436,7728,8002,7700,Study,,573.680636468107
1833,8511,9TH AVE,686,Y,2018/07/24 00:00:00+00,634,551,8256,8039,8000,Study(Normalized),,305.977915643294
1834,"4515,4514",3RD AVE S,607,Y,1970/01/01 00:00:00+00,,,3000,,3000,Estimate,,629.683192436497
1835,"9245,9243,9242,9244,14746,14744,14747,14745,14742,14743","BELMONT AVE E,E ROY ST",1168,N,2015/01/05 00:00:00+00,,,7851,0,7900,Study - 13-15,,1659.83344274325
1836,"10637,10636",GILMAN AVE W,1983,N,2014/02/20 00:00:00+00,,,7224,6764,7200,Study - 13-15,,834.589925114483
1837,1098,1ST AVE NE,1949,N,1970/01/01 00:00:00+00,,,39000,,39000,Estimate,,662.582930559386
1838,"21287,21290,21288,21286,21289",S SPOKANE ST,389,N,2014/07/22 00:00:00+00,,,19649,18393,19600,Study - 13-15,,1292.63164822645
1839,"20094,20096,20095",S GENESEE ST,317,N,2017/11/14 12:00:00+00,640,747,8696,8356,8700,Study,,796.827047143587
1840,8719,ALASKAN WAY,647,Y,1970/01/01 00:00:00+00,,,14300,,14300,Estimate,,306.236885461146
1841,13217,UNIVERSITY WAY NE,1400,N,1970/01/01 00:00:00+00,,,4500,,4500,Estimate,,83.0818196593334
1842,"20694,20693",S LUCILE ST,270,N,2015/08/19 00:00:00+00,,,11439,9196,11400,Study - 13-15,,660.825092665921
1843,10078,DEXTER AVE N,1169,N,2018/06/22 00:00:00+00,856,952,12333,12078,12000,Study(Normalized),,313.039066964977
1844,"19692,19691",S COLUMBIAN WAY,376,N,1970/01/01 00:00:00+00,,,20000,,20000,Estimate,,936.823643142971
1845,13203,UNIVERSITY ST,771,Y,2014/07/16 00:00:00+00,,,8310,7693,8300,Study - 13-15,,321.921397483943
1846,"19647,19646,19648",S CLOVERDALE ST,2031,N,2017/10/16 12:00:00+00,1027,1026,12636,11767,12600,Study,,1305.32363250582
1847,"10220,10219,10221",ELLIOTT AVE W,1989,N,2018/06/20 00:00:00+00,4001,4350,61388,58539,59900,Study(Normalized),,2366.28847676654
1848,2204,15TH AVE W ON RP,1353,N,2015/03/13 00:00:00+00,,,6425,5935,6400,Study - 13-15,,110.701162404039
1849,"270154,9956,9957",DELRIDGE WAY SW,411,N,1970/01/01 00:00:00+00,,,4000,,4000,Estimate,,581.959355969964
1850,8535,9TH AVE N,1187,N,1970/01/01 00:00:00+00,,,7800,,7800,Estimate,,649.043684698559
1851,"12363,12362,12361,12364",RAINIER AVE S,468,N,2015/09/15 00:00:00+00,,,34224,32763,34200,Study - 13-15,,1968.48973260767
1852,"11211,11210,11209",LAKE WASHINGTON BLVD E,1198,N,2015/07/27 00:00:00+00,,,20542,8440,20500,Study - 13-15,,3387.75668823251
1853,"13129,13128",THACKERAY PL NE,1519,N,2017/11/16 10:15:00+00,108,156,1447,1443,1400,Study,,1328.30560497882
1854,9309,BOREN AVE,716,B,1970/01/01 00:00:00+00,,,16000,,16000,Estimate,,306.086632685981
1855,11054,JAMES ST,664,Y,2013/03/07 00:00:00+00,,,33487,30421,33500,Study - 13-15,,321.540353449057
1856,"9690,9691",CLISE PL W,1226,N,2018/02/12 10:00:00+00,601,693,7817,7090,7800,Study,,1364.80094593118
1857,"8154,8155,341024,8153",7TH AVE,739,Y,2018/06/05 00:00:00+00,525,366,5542,5559,5400,Study(Normalized),,917.80086522711
1858,"14908,14906,14910,14909,14907",E UNION ST,851,N,2017/11/15 10:00:00+00,363,446,4931,4746,4900,Study,,1700.45221960425
1859,"6256,6257,6261,6258,6260,6259",4TH AVE S,269,N,2015/09/30 00:00:00+00,,,20541,17539,20500,Study - 13-15,,2940.91420896933
1860,13313,VIRGINIA ST,905,Y,2018/04/11 00:00:00+00,537,619,7545,7319,7700,Study(Normalized),,321.980823705117
1861,"13227,13226,13224,13225",UNIVERSITY WAY NE,1587,N,2017/10/24 10:30:00+00,319,363,4041,3921,4000,Study,,2219.98473162658
1862,"12800,12805,12799,12803,12802,12804,12801,13621","SEWARD PARK AVE S,WILSON AVE S",199,N,2017/10/26 10:00:00+00,1242,1195,13133,12713,13100,Study,,2945.05923574458
1863,"16147,16146",NE 100TH ST,1814,N,2017/08/08 09:15:00+00,444,512,5723,4663,5700,Study,,661.739154890433
1864,"8176,8175",7TH AVE NE,1512,N,2018/01/23 08:00:00+00,794,1058,13396,13130,13400,Study,,824.756105479536
1865,12200,PIKE ST,812,Y,1970/01/01 00:00:00+00,,,8500,,8500,Estimate,,321.736335304179
1866,7243,5TH AVE,939,Y,1970/01/01 00:00:00+00,,,10000,,10000,Estimate,,425.92355905217
1867,8522,9TH AVE,941,Y,1970/01/01 00:00:00+00,,,2500,,2500,Estimate,,121.815210151523
1868,"167174,9135,167212,167173,167135,167226,167134,167225",BEACON AVE S,284,N,2017/10/16 10:15:00+00,1069,1142,13531,13031,13500,Study,Combined,3212.45907517234
1869,12199,PIKE ST,801,Y,1970/01/01 00:00:00+00,,,7500,,7500,Estimate,,321.842229072203
1870,18024,NE NORTHGATE WAY,1853,N,2017/10/31 12:00:00+00,887,1024,12883,12308,12900,Study,,998.944157400448
1871,"2001,2002,2000,1998,1999","15TH AVE E,15TH AVE",1080,N,2015/01/05 00:00:00+00,,,7770,0,7800,Study - 13-15,,1707.25615614934
1872,"2114,2115,2117,2113,2116,2112",15TH AVE NW,1754,N,2015/11/16 00:00:00+00,,,33110,31663,33100,Study - 13-15,,4013.220384761
1873,"12625,12623",ROOSEVELT WAY NE,1943,N,2015/11/17 00:00:00+00,,,11588,10773,11600,Study - 13-15,,400.183135764553
1874,"23300,23295,23296,23299,23294,23297,23298",W EMERSON ST,1369,N,2017/11/30 10:00:00+00,289,330,3788,3857,3800,Study,,2494.71831877209
1875,"14387,14386,14385",EAST MARGINAL WAY S,2006,N,2015/10/01 00:00:00+00,,,10060,7945,10100,Study - 13-15,,1422.02487106701
1876,23556,W MCGRAW ST,1237,N,1970/01/01 00:00:00+00,,,6000,,6000,Estimate,,330.02154380168
1877,"8700,8699,8698",AIRPORT WAY S,223,N,1970/01/01 00:00:00+00,,,14000,,14000,Estimate,,9553.94461576496
1878,3476,23RD AVE SW,357,N,1970/01/01 00:00:00+00,,,1500,,1500,Estimate,,572.832024704952
1879,"9106,9109,9104,9105,9103,9108,9107,9102",BEACH DR SW,303,N,2017/11/01 13:45:00+00,308,380,4893,4776,4900,Study,,7978.97749888593
1880,9320,BOREN AVE,970,B,1970/01/01 00:00:00+00,,,28000,,28000,Estimate,,425.597074535878
1881,8773,SR99 SB,2024,N,2015/06/09 00:00:00+00,,,23394,0,23400,Study - 13-15,WSDOT,2441.18945414012
1882,"16145,351228",NE 100TH ST,1816,N,2017/08/08 09:15:00+00,534,669,7173,0,7200,Study,,661.797630948682
1883,"670573,9800,9799","1ST AVE NE,CORLISS AVE N",1882,N,2018/03/27 00:00:00+00,215,246,2656,2314,2600,Study(Normalized),,1028.56327724307
1884,7878,6TH AVE,768,Y,2018/08/03 00:00:00+00,671,588,8048,7000,8100,Study(Normalized),,306.056210164066
1885,12892,STANLEY AVE S,240,N,2018/08/29 00:00:00+00,583,463,6675,6004,6700,Study(Normalized),,463.487407899847
1886,1188,1ST AVE S,572,N,2015/03/12 00:00:00+00,,,11447,10781,11400,Study - 13-15,,333.072779066818
1887,"13728,13727","W SEATTLE BR WB-DELR RP,W SEATTLE BR WB OFF RP",26,N,2015/04/07 00:00:00+00,,,1518,1275,1500,Study - 13-15,,1326.37724519646
1888,12905,STEWART ST,973,Y,1970/01/01 00:00:00+00,,,10500,,10500,Estimate,,321.790934989385
1889,"15159,15156,15157,15158,15160",N 130TH ST,1908,N,2015/09/01 00:00:00+00,,,12930,12024,12900,Study - 13-15,,1809.4268213682
1890,"13260,7265","VALLEY ST,5TH AVE N",1172,N,2015/01/06 00:00:00+00,,,7088,6758,7100,Study - 13-15,,634.967100880436
1891,6229,4TH AVE S,565,N,1970/01/01 00:00:00+00,,,12500,,12500,Estimate,,282.619580341755
1892,13353,WALL ST,927,Y,2014/08/11 00:00:00+00,,,6098,6217,6100,Study - 13-15,,321.941686967003
1893,"164474,12052,12054,12053",OLSON PL SW,71,N,2014/05/08 00:00:00+00,,,31389,29901,31400,Study - 13-15,,2293.86466117289
1894,"13887,13883,13891,13890,13888,13884,13886,13889,13885",E CHERRY ST,748,N,2017/11/30 10:45:00+00,838,668,8382,8007,8400,Study,,2807.81303020041
1895,"23314,23313,10457,10460,10456,10455,10458,10459,4572","W FLORENTIA ST,FLORENTIA ST,3RD AVE W",1283,N,2017/11/13 10:15:00+00,394,440,4535,4567,4500,Study,,2720.06046537302
1896,14069,EAST GREEN LAKE DR N,1722,N,2018/06/01 00:00:00+00,634,984,10649,9995,10400,Study(Normalized),,255.661841855591
1897,11144,LAKE CITY WAY NE,1727,N,2013/09/18 00:00:00+00,,,39200,36666,39200,Study - 13-15,,635.511274678132
1898,"9697,9695,9696,9694",S CLOVERDALE PL,131,N,2018/01/18 11:15:00+00,383,385,4340,4066,4300,Study,,1231.91606593906
1899,11208,LAKE WASHINGTON BLVD E,1148,N,2018/08/30 00:00:00+00,708,701,7830,6840,7800,Study(Normalized),,603.151045118551
1900,11663,MARION ST,662,Y,2018/07/18 00:00:00+00,314,338,4611,4568,4500,Study(Normalized),,321.79844912619
1901,"3731,3728,3729,3730",25TH AVE NE,1701,N,2015/11/18 00:00:00+00,,,12677,11789,12700,Study - 13-15,,2653.36523479789
1902,"18634,18631,18635,18633,18638,18632,18636,18637",NW 65TH ST,1658,N,2018/03/08 11:30:00+00,366,402,4619,4593,4600,Study,,2659.87383027161
1903,"1299,1300,1301",10TH AVE E,1259,N,2017/08/23 08:15:00+00,1258,1498,18147,16962,18100,Study,,1747.73237941258
1904,13499,WESTERN AVE,676,Y,2018/09/13 00:00:00+00,582,578,7160,7039,7500,Study(Normalized),,305.901129389366
1905,"23573,23575,23574,23572,23576,23577, 11897,11898, 11899","W MCGRAW ST, WESTMONT W, MONTAVISTA PL WAY W ",1250,N,2018/01/25 10:45:00+00,258,254,2952,2768,3000,Study,,1712.88757191068
1906,,15TH EMERSON RP,3,N,2018/07/19 00:00:00+00,1847,1564,21181,20723,20500,Study(Normalized),,809.376813618037
1907,"11807,11806,11805,11803,11804,13696,13697,11130,11129,275716","MERIDIAN AVE N, WOODLAWN AVE N, KIRKWOOD PL N",1615,N,2017/12/07 12:15:00+00,192,188,1929,1881,1900,Study,,2477.00015106358
1908,"5004,21515,20060,11220,20510,5413,5411,5412","32ND AVE S,S WASHINGTON ST,S FRINK PL,LAKE WASHINGTON BLVD S,S JACKSON ST,35TH AVE S",587,N,2018/01/09 11:30:00+00,436,317,2951,2509,3000,Study,,2826.42114867397
1910,,ALASKAN WY VI NB ON RP,530,N,2015/06/09 00:00:00+00,,,12998,11598,13000,Study - 13-15,,606.157367583088
1911,,COLUMBIA ST ON RP,636,Y,1970/01/01 00:00:00+00,,,12100,,12100,Estimate,,605.271518840557
1912,,SENECA ST OFF RP,711,Y,1970/01/01 00:00:00+00,,,9400,,9400,Estimate,,568.309333198742
1913,,BATTERY ST TUN OFF RP,831,Y,2015/06/09 00:00:00+00,,,19482,17907,19500,Study - 13-15,,800.684096850947
1914,,ELLIOTT AV ON RP,839,Y,2015/06/09 00:00:00+00,,,16533,15955,16500,Study - 13-15,,556.386438061138
1915,,BATTERY ST TUN ON RP,924,Y,2015/06/09 00:00:00+00,,,4520,4134,4500,Study - 13-15,,478.004956962412
1916,,BATTERY ST TUN OFF RP,925,Y,2015/06/09 00:00:00+00,,,3392,3124,3400,Study - 13-15,,282.306169572099
1917,"16733,9604,10188","NE 40TH ST,NE CAMPUS PY OFF RP,UNIVERSITY BR OFF RP",1388,N,1970/01/01 00:00:00+00,,,4600,,4600,Estimate,,1334.60765274084
1918,,W EMERSON PL,2035,N,1970/01/01 00:00:00+00,,,19000,,19000,Estimate,,257.371843729582
1919,,LEARY AVE NW,1495,N,2014/01/09 00:00:00+00,,,17100,16081,17100,Study - 13-15,,48.5412636156897
1920,,15TH AVE NW,1496,N,2018/08/02 00:00:00+00,710,722,9970,9636,10000,Study(Normalized),,484.633789134777
1921,,W DRAVUS ST,1294,N,1970/01/01 00:00:00+00,,,15000,,15000,Estimate,,160.422533868702
1922,,15TH AVE W,1987,N,2018/06/26 00:00:00+00,2356,3017,36897,35258,36000,Study(Normalized),,1380.02120792354
1923,,W SEA BR EB 4 AV OFF RP,2028,N,1970/01/01 00:00:00+00,,,24000,,24000,Estimate,,1458.97152741396
